x bio y src known treatment
9.208 3.228 17.773 1 0 B
10.706 2.306 18.085 1 0 B
11.974 2.075 18.08 1 0 B
7.116 -0.603 13.585 1 0 B
10.149 3.459 19.674 1 0 B
9.95 2.798 18.22 1 0 B
10.226 2.749 18.631 1 0 B
11.073 3.529 18.939 1 0 B
8.508 2.708 17.119 1 0 B
11.184 2.277 17.626 1 0 B
8.935 0.857 16.483 1 0 B
12.18 5.245 21.774 1 0 B
10.876 3.064 19.193 1 0 B
7.813 1.174 17.405 1 0 B
9.46 2.929 18.778 1 0 B
10.452 1.486 16.597 1 0 B
8.846 2.667 18.685 1 0 B
9.875 2.254 17.924 1 0 B
9.438 1.592 17.7 1 0 B
9.349 1.946 16.974 1 0 B
9.301 2 17.471 1 0 B
9.063 1.853 17.758 1 0 B
11.533 2.824 17.446 1 0 B
8.248 3.005 18.075 1 0 B
9.857 2.434 18.274 1 0 B
8.967 1.881 16.471 1 0 B
9.504 4.469 19.953 1 0 B
7.673 1.377 15.419 1 0 B
10.833 3.658 19.463 1 0 B
9.591 1.183 16.533 1 0 B
12.403 6.309 22.425 1 0 B
10.873 3.947 19.513 1 0 B
12.722 4.084 20.667 1 0 B
8.916 2.616 18.149 1 0 B
11.421 3.575 18.761 1 0 B
11.715 1.444 17.253 1 0 B
9.404 2.537 17.988 1 0 B
10.167 3.85 19.588 1 0 B
8.456 1.979 17.254 1 0 B
11.177 3.846 19.854 1 0 B
9.104 2.518 18.359 1 0 B
10.48 2.933 18.628 1 0 B
11.416 1.983 17.194 1 0 B
8.495 1.942 17.054 1 0 B
9.536 2.479 17.976 1 0 B
13.555 3.906 19.846 1 0 B
7.246 0.256 14.778 1 0 B
8.286 1.434 16.599 1 0 B
10.284 2.29 18.308 1 0 B
9.835 1.965 16.72 1 0 B
7.843 0.382 15.619 1 0 B
9.087 3.027 19.108 1 0 B
9.083 1.244 16.608 1 0 B
11.342 1.706 17.354 1 0 B
9.177 1.4 17.057 1 0 B
9.897 1.878 17.902 1 0 B
9.133 2.596 17.546 1 0 B
10.688 3.074 18.683 1 0 B
7.185 1.191 15.851 1 0 B
10.098 3.039 19.208 1 0 B
8.132 1.805 16.987 1 0 B
11.967 3.981 20.01 1 0 B
10.453 1.795 16.706 1 0 B
10.072 3.192 20.117 1 0 B
10.255 2.593 17.646 1 0 B
9.619 1.238 16.673 1 0 B
12.382 4.007 20.69 1 0 B
7.091 1.697 16.55 1 0 B
9.072 3.783 18.275 1 0 B
9.492 1.916 17.349 1 0 B
9.938 2.88 18.013 1 0 B
10.467 1.888 16.809 1 0 B
9.723 0.996 16.939 1 0 B
8.297 1.504 16.816 1 0 B
11.329 4.182 20.364 1 0 B
8.102 0.733 14.592 1 0 B
11.958 3.708 18.421 1 0 B
11.409 3.01 18.426 1 0 B
10.364 0.859 17.323 1 0 B
8.929 1.288 16.811 1 0 B
13.047 5.105 20.725 1 0 B
9.25 4.579 21.278 1 0 B
10.578 3.311 19.898 1 0 B
10.073 2.325 18.332 1 0 B
13.49 5.188 22.023 1 0 B
8.042 1.268 15.638 1 0 B
8.736 1.639 16.121 1 0 B
8.606 2.34 17.302 1 0 B
9.648 2.003 15.994 1 0 B
11.597 3.167 19.186 1 0 B
10.2 2.518 17.55 1 0 B
10.871 1.15 17.046 1 0 B
8.722 2.144 17.321 1 0 B
9.84 1.921 16.56 1 0 B
8.201 1.293 15.63 1 0 B
8.751 0.685 16.367 1 0 B
11.077 1.615 17.298 1 0 B
12.118 3.121 18.938 1 0 B
8.735 2.333 17.289 1 0 B
9.149 2.975 17.673 1 0 B
9.444 1.823 17.165 1 0 B
11.715 2.199 18.249 1 0 B
11.2 2.102 17.351 1 0 B
10.875 1.279 16.624 1 0 B
11.705 4.104 19.627 1 0 B
9.63 2.835 17.839 1 0 B
11.514 3.451 19.814 1 0 B
9.918 3.329 18.735 1 0 B
8.137 0.528 15.251 1 0 B
9.138 2.782 18.701 1 0 B
12.171 3.846 20.304 1 0 B
10.122 1.775 16.64 1 0 B
9.935 1.712 17.649 1 0 B
7.494 1.658 17.414 1 0 B
8.886 2.35 17.848 1 0 B
9.511 3.933 20.072 1 0 B
8.464 2.106 16.766 1 0 B
8.174 0.345 15.461 1 0 B
11.218 3.67 18.963 1 0 B
11.036 3.072 18.858 1 0 B
12.265 4.365 21.196 1 0 B
9.573 1.158 16.264 1 0 B
12.228 5.624 22.535 1 0 B
9.013 1.332 16.652 1 0 B
7.493 2.163 16.069 1 0 B
9.793 3.96 19.47 1 0 B
9.338 1.445 17.039 1 0 B
12.086 3.726 19.576 1 0 B
7.182 3.008 18.409 1 0 B
10.364 1.711 17.815 1 0 B
11.239 3.935 20.618 1 0 B
12.378 4.054 19.816 1 0 B
11.446 3.878 19.587 1 0 B
9.631 2.598 18.512 1 0 B
7.956 1.412 16.83 1 0 B
8.569 1.362 16.764 1 0 B
11.173 1.33 16.108 1 0 B
10.34 2.663 18.18 1 0 B
8.02 2.027 17.463 1 0 B
10.965 2.759 17.951 1 0 B
10.803 2.23 17.569 1 0 B
9.906 0.971 16.188 1 0 B
9.994 3.549 18.205 1 0 B
10.614 2.939 18.09 1 0 B
9.66 2.008 17.799 1 0 B
11.688 4.264 20.53 1 0 B
11.365 3.302 18.886 1 0 B
11.221 3.25 17.615 1 0 B
10.211 1.695 17.723 1 0 B
9.372 1.06 16.25 1 0 B
9.527 1.632 16.182 1 0 B
7.66 -0.755 13.861 1 0 B
11.091 3.975 20.424 1 0 B
12.858 4.475 21.178 1 0 B
11.637 3.37 19.648 1 0 B
11.013 2.601 18.838 1 0 B
11.186 4.446 20.087 1 0 B
9.437 1.322 17.516 1 0 B
10.353 4.9 21.331 1 0 B
11.047 5.228 21.939 1 0 B
13.16 5.671 21.793 1 0 B
7.914 1.928 16.748 1 0 B
11.071 1.557 17.03 1 0 B
9.519 2.298 17.866 1 0 B
10.701 3.406 20.141 1 0 B
12.918 3.858 20.122 1 0 B
7.887 2.448 18.405 1 0 B
8.694 1.743 16.344 1 0 B
8.969 2.096 17.834 1 0 B
9.422 1.938 18.868 1 0 B
9.3 2.284 17.939 1 0 B
8.248 1.204 15.5 1 0 B
8.781 2.262 17.712 1 0 B
12.242 4.6 20.569 1 0 B
9.183 0.283 15.335 1 0 B
9.699 2.176 17.784 1 0 B
11.598 3.916 20.284 1 0 B
8.556 2.745 18.272 1 0 B
7.864 1.094 15.49 1 0 B
8.949 1.418 16.946 1 0 B
9.715 1.697 17.617 1 0 B
6.488 0.846 15.15 1 0 B
9.803 3.16 19.074 1 0 B
8.403 1.046 16.389 1 0 B
6.089 -0.45 13.969 1 0 B
9.647 3.487 19.65 1 0 B
9.823 2.583 17.748 1 0 B
10.841 1.238 17.08 1 0 B
9.105 1.457 17.112 1 0 B
11.075 3.538 19.699 1 0 B
11.382 2.734 17.511 1 0 B
9.204 1.736 17.673 1 0 B
8.839 3.081 18.93 1 0 B
9.331 3.237 17.614 1 0 B
11.681 3.08 19.625 1 0 B
9.005 2.893 17.445 1 0 B
9.484 1.164 16.85 1 0 B
9.522 2.887 17.754 1 0 B
11.79 3.291 18.271 1 0 B
7.311 -0.767 13.419 1 0 B
12.716 3.783 20.107 1 0 B
11.246 3.277 19.974 1 0 B
11.13 2.43 18.413 1 0 B
9.148 1.761 17.254 1 0 B
8.492 1.717 17.689 1 0 B
11.989 3.552 19.879 1 0 B
10.702 4.212 19.595 1 0 B
7.905 0.863 15.417 1 0 B
8.967 3.354 17.792 1 0 B
12.234 4.352 20.92 1 0 B
8.826 1.707 16.212 1 0 B
10.334 3.235 19.946 1 0 B
8.099 2.375 17.553 1 0 B
10.4 3.03 18.998 1 0 B
8.287 1.482 16.12 1 0 B
8.791 1.546 16.638 1 0 B
10.255 3.027 18.514 1 0 B
10.051 2.713 18.736 1 0 B
11.063 3.307 18.772 1 0 B
9.193 1.486 16.015 1 0 B
10.047 2.624 16.579 1 0 B
10.414 3.476 18.665 1 0 B
7.322 0.696 15.612 1 0 B
11.728 2.79 18.263 1 0 B
12.318 2.385 18.772 1 0 B
9.926 3.074 17.758 1 0 B
11.84 4.09 19.618 1 0 B
11.139 2.307 18.213 1 0 B
10.947 4.021 20.267 1 0 B
12.628 5.468 21.387 1 0 B
7.898 0.132 14.725 1 0 B
8.222 1.799 17.268 1 0 B
9.535 3.389 18.298 1 0 B
11.478 4.46 19.677 1 0 B
9.612 3.246 18.527 1 0 B
9.481 2.239 17.393 1 0 B
13.115 4.468 21.207 1 0 B
11.759 3.625 19.123 1 0 B
9.554 1.501 16.443 1 0 B
10.293 2.617 18.18 1 0 B
6.837 2.528 17.436 1 0 B
9.629 1.774 17.734 1 0 B
12.217 3.141 18.99 1 0 B
10.536 3.41 18.775 1 0 B
9.984 3.829 20.351 1 0 B
10.856 3.644 17.816 1 0 B
9.341 1.842 17.089 1 0 B
8.759 1.894 17.178 1 0 B
11.567 2.226 16.617 1 0 B
12.147 4.607 21.091 1 0 B
9.788 1.946 18.525 1 0 B
6.689 1.375 15.846 1 0 B
8.245 1.382 16.365 1 0 B
6.94 -1.039 13.113 1 0 B
8.719 2.014 17.094 1 0 B
11.931 2.893 18.684 1 0 B
12.294 3.769 19.325 1 0 B
10.616 4.193 20.143 1 0 B
13.419 5.878 22.031 1 0 B
8.72 1.326 16.365 1 0 B
9.956 3.358 18.441 1 0 B
10.37 3.871 20.265 1 0 B
11.082 2.164 18.49 1 0 B
10.079 2.857 18.971 1 0 B
13.387 7.089 23.522 1 0 B
9.375 2.804 17.955 1 0 B
7.337 2.889 17.861 1 0 B
10.205 2.641 17.702 1 0 B
9.927 1.528 16.576 1 0 B
12.715 4.818 21.199 1 0 B
8.596 1.411 16.283 1 0 B
8.943 2.751 17.576 1 0 B
10.363 2.927 19.217 1 0 B
9.933 2.975 18.275 1 0 B
7.917 0.574 14.723 1 0 B
7.984 2.323 17.955 1 0 B
10.679 1.984 17.915 1 0 B
